"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"Madeiran Exclusive Economic Zone";"http://marineregions.org/mrgid/8363";"North Atlantic Ocean";8363;"EEZ";"33.17302";"-16.81091";"-21.2245";"-12.59045";"29.24785";"36.46974"
"Sandettie Bank";"http://marineregions.org/mrgid/14700";"North Sea";14700;"Sandbank";"51.229";"1.95";;;;
"Westhinder";"http://marineregions.org/mrgid/2434";"North Sea";2434;"Sandbank";"51.46524";"2.501443";"2.406864";"2.596023";"51.35737";"51.5731"
"Westhinder";"http://marineregions.org/mrgid/2434";"Belgium";2434;"Sandbank";"51.46524";"2.501443";"2.406864";"2.596023";"51.35737";"51.5731"
"North Africa";"http://marineregions.org/mrgid/14319";;14319;"General Region";"25";"13";;;;
"Spanish Exclusive Economic Zone [Mediterranean part]";"http://marineregions.org/mrgid/8766";"Mediterranean Sea - Western Basin";8766;"Marine Region";"39.21557";"2.00968";;;;
"Faeroes";"http://marineregions.org/mrgid/3297";;3297;"Dependent State";"61.88045";"-7.00065";"-7.7392";"-6.2621";"61.3526";"62.4083"
"Hinder Banks";"http://marineregions.org/mrgid/2419";"Belgium";2419;"Sandbank System";"51.5383333333333";"2.58444444444444";;;;
"Hinder Banks";"http://marineregions.org/mrgid/2419";"North Sea";2419;"Sandbank System";"51.5383333333333";"2.58444444444444";;;;
"Iceland Sea";"http://marineregions.org/mrgid/2352";"Iceland Sea";2352;"Sea";;;;;;
"Madeira";"http://marineregions.org/mrgid/4956";"North Atlantic Ocean";4956;"Island";"32.7464";"-16.9686";"-17.262";"-16.6752";"32.6274";"32.8654"
"Guinea Bissau Exclusive Economic Zone";"http://marineregions.org/mrgid/8471";"Guinea-Bissau";8471;"EEZ";"10.58066";"-17.5672";"-19.80417";"-14.82274";"8.63918";"12.41352"
"West Coast of South Africa";"http://marineregions.org/mrgid/14308";"South Africa";14308;"Coast";"-31.96";"18.32";;;;
"Hout Bay";"http://marineregions.org/mrgid/15155";;15155;"Bay";"-34.07";"18.37";"18.37";"18.34";"-34.08";"-34.04"
"Mauritania";"http://marineregions.org/mrgid/2236";"Mauritania";2236;"Nation";"21.00805";"-10.94083";"-17.07556";"-4.806109";"14.72564";"27.29045"
"West Atlantic";"http://marineregions.org/mrgid/14291";;14291;"General Sea Area";"7.7";"-45.2";;;;
"East Pacific";"http://marineregions.org/mrgid/14288";;14288;"General Sea Area";"0";"-135";;;;
"Zeeschelde";"http://marineregions.org/mrgid/2546";"North Sea";2546;"Estuary";"51.19";"4.075";"3.74";"4.41";"51.01";"51.37"
"United States Exclusive Economic Zone";"http://marineregions.org/mrgid/8456";"United States";8456;"EEZ";"34.76294";"-95.8229";"-129.23483";"-65.69972";"23.83333";"49.09159"
"Canadian part of the North Pacific Ocean";"http://marineregions.org/mrgid/25585";"North Pacific Ocean";25585;"Marine Region";"50.54063";"-132.181795";"-138.755284";"-124.717582";"46.529723";"54.490929"
"Burma";"http://marineregions.org/mrgid/2219";"Myanmar";2219;"Nation";"19.19305";"96.68721";"92.20499";"101.1694";"9.839582";"28.54653"
"Pakistan";"http://marineregions.org/mrgid/2250";"Pakistan";2250;"Nation";"30.37442";"69.34512";"60.8663";"77.82393";"23.68805";"37.06079"
"South Atlantic";"http://marineregions.org/mrgid/1914";"South Atlantic Ocean";1914;"IHO Sea Area";"-33.73239551445";"-18.80876715914";"-69.60083675371";"20.00904913827";"-60";"0.07510554798"
"Fundy Bay";"http://marineregions.org/mrgid/4289";"Bay of Fundy";4289;"IHO Sea Area";"44.97985204212";"-65.8060155567";"-67.32397222534";"-63.30470895745";"44.08801043556";"46.20259165768"
"United States part of the The Coastal Waters of Southeast Alaska and British Columbia";"http://marineregions.org/mrgid/25506";"The Coastal Waters of Southeast Alaska and British Columbia";25506;"Marine Region";"48.245651";"-122.983187";"-124.717582";"-122.2911";"47.064155";"49.087209"
"Cap Gris Nez";"http://marineregions.org/mrgid/5663";"English Channel";5663;"Cape";"50.8666666667";"1.58333333333";;;;
"Cap Gris Nez";"http://marineregions.org/mrgid/5663";"North Sea";5663;"Cape";"50.8666666667";"1.58333333333";;;;
"Libyan Exclusive Economic Zone";"http://marineregions.org/mrgid/8372";"Libya";8372;"EEZ";"33.143";"18.49934";"11.56139";"26.19226";"30.26705";"35.42515"
"Mauritanian Exclusive Economic Zone";"http://marineregions.org/mrgid/8369";"Mauritania";8369;"EEZ";"18.24852";"-17.91755";"-20.26901";"-16.02022";"16.06375";"21.16636"
"North Coast of France";"http://marineregions.org/mrgid/14304";"France";14304;"Coast";"50.88917";"1.58203";;;;
"Pacific Coast of the United States";"http://marineregions.org/mrgid/20822";;20822;"Coast";"47.7541";"-126.91406";"-172.1";"-77.9";"7.5";"71.3"
"Netherlands";"http://marineregions.org/mrgid/15";"Netherlands";15;"Nation";"52.15615";"5.29295";"3.3587";"7.2272";"50.7516";"53.5607"
"Caspian Sea";"http://marineregions.org/mrgid/4282";;4282;"Lake";"41.84763";"50.3568";"46.67971";"54.03388";"36.57999";"47.11527"
"Finnish part of the Baltic Sea";"http://marineregions.org/mrgid/25672";"Baltic Sea";25672;"Marine Region";"59.460499";"21.272557";"19.640254";"23.160938";"58.844547";"59.8068"
"Polish part of the Baltic Sea";"http://marineregions.org/mrgid/25674";"Baltic Sea";25674;"Marine Region";"54.931612";"17.179673";"14.20456";"19.627254";"53.910554";"55.92155"
"Tunisia";"http://marineregions.org/mrgid/2214";"Tunisia";2214;"Nation";"33.7874";"9.536942";"7.492218";"11.58166";"30.23439";"37.34041"
"Azov sea";"http://marineregions.org/mrgid/3320";"Sea of Azov";3320;"IHO Sea Area";"46.1630494553";"36.75425188453";"34.51633667909";"40.42968749968";"45.10090956338";"47.37639510645"
"Lithuanian part of the Baltic Sea";"http://marineregions.org/mrgid/25677";"Baltic Sea";25677;"Marine Region";"55.727254";"20.426868";"19.022538";"21.289027";"55.248982";"56.077309"
"Ukraine";"http://marineregions.org/mrgid/2196";"Ukraine";2196;"Nation";"48.3837";"31.17855";"22.1374";"40.2197";"44.3877";"52.3797"
"Portuguese part of the North Atlantic Ocean";"http://marineregions.org/mrgid/25368";"North Atlantic Ocean";25368;"Marine Region";"38.307458";"-10.931478";"-13.86156";"-7.357537";"34.91667";"41.952491"
"Kazakhstan";"http://marineregions.org/mrgid/2119";"Kazakhstan";2119;"Nation";"48.01853";"66.92368";"46.49916";"87.34821";"40.59444";"55.44263"
"Aral Sea";"http://marineregions.org/mrgid/4281";;4281;"Lake";"45.13194";"60.07541";"58.17833";"61.97249";"43.39055";"46.87332"
"United Kingdom part of the Bristol Channel";"http://marineregions.org/mrgid/25213";"Bristol Channel";25213;"Marine Region";"51.392437";"-4.02319";"-4.941391";"-2.38";"50.989436";"51.775127"
"Danish part of the Kattegat";"http://marineregions.org/mrgid/25224";"Kattegat";25224;"Marine Region";"54.884622";"9.558016";"9.444768";"9.642839";"54.823672";"54.927773"
"Italian part of the Adriatic Sea";"http://marineregions.org/mrgid/25615";"Adriatic Sea";25615;"Marine Region";"42.618793";"15.424105";"12.154227";"18.986795";"39.775237";"45.783327"
"South Scandinavia";"http://marineregions.org/mrgid/15296";;15296;"General Region";"54.95";"9.22";;;;
"Sahara Coast";"http://marineregions.org/mrgid/21342";;21342;"Coast";;;;;;
"South East Atlantic";"http://marineregions.org/mrgid/14853";"South Atlantic Ocean";14853;"General Sea Area";"-44";"5";;;;
"Congo";"http://marineregions.org/mrgid/8633";"Republic of the Congo";8633;"Nation";"-0.6519455";"14.89214";"11.14066";"18.64361";"-5.015";"3.711109"
"Canary Islands";"http://marineregions.org/mrgid/3743";"North Atlantic Ocean";3743;"Archipelago";"28.52665";"-15.7905";"-18.1611";"-13.4199";"27.6374";"29.4159"
"Cape Verde";"http://marineregions.org/mrgid/2168";"Cape Verde";2168;"Nation";"16.00174";"-24.01333";"-25.36056";"-22.66611";"14.81111";"17.19236"
"Levantine Basin";"http://marineregions.org/mrgid/3388";"Mediterranean Sea - Eastern Basin";3388;"Basin";"33";"29";;;;
"Netherlands Antilles";"http://marineregions.org/mrgid/2258";"Netherlands";2258;"Dependent State";"12.20222";"-68.67827";"-69.16362";"-68.19292";"12.02055";"12.38389"
"East Ireland";"http://marineregions.org/mrgid/17649";"Ireland";17649;"General Region";"52.76";"-6.5";;;;
"South England";"http://marineregions.org/mrgid/17524";"United Kingdom";17524;"General Region";"51.5";"-1.58";;;;
"South West England";"http://marineregions.org/mrgid/7132";"United Kingdom";7132;"General Region";"50.95055";"-3.96885";"-6.4509";"-1.4868";"49.7874";"52.1137"
"West England";"http://marineregions.org/mrgid/17526";"United Kingdom";17526;"General Region";"52.335";"-2.483";;;;
"East England";"http://marineregions.org/mrgid/17523";"United Kingdom";17523;"General Region";"52.12";"0.39551";;;;
"Manche";"http://marineregions.org/mrgid/2389";"English Channel";2389;"IHO Sea Area";"49.8612179473";"-2.06339505792";"-5.70872848068";"1.93090510399";"48.50002086187";"51.16600370667"
"Galicia";"http://marineregions.org/mrgid/3769";"Spain";3769;"Autonomous Region";"42.80065";"-8.0173";"-9.3017";"-6.7329";"41.809";"43.7923"
"Moroccan Atlantic";"http://marineregions.org/mrgid/9243";"North Atlantic Ocean";9243;"General Sea Area";"32.56";"-9.3";;;;
"Rio de Oro
Riou";"http://marineregions.org/mrgid/15262";"Bay of Biscay";15262;"River";"43.18";"-6.87";;;;
"Rio de Oro
Riou";"http://marineregions.org/mrgid/15262";"Spain";15262;"River";"43.18";"-6.87";;;;
"Guinea";"http://marineregions.org/mrgid/2122";"Guinea";2122;"Nation";"9.935713";"-11.3671";"-15.08084";"-7.653373";"7.193927";"12.6775"
"Guinean Islands";"http://marineregions.org/mrgid/9216";"North Atlantic Ocean";9216;"Archipelago";"11.3003";"-16.0493";"-15.41";"-16.64";"10.8";"11.9"
"Western Channel";"http://marineregions.org/mrgid/17527";"English Channel";17527;"General Sea Area";"50.5274";"-0.85693";;;;
"Sweden";"http://marineregions.org/mrgid/2180";"Sweden";2180;"Nation";"62.198";"17.5624";"10.9583";"24.1665";"55.3367";"69.0593"
"Egyptian Exclusive Economic Zone";"http://marineregions.org/mrgid/8490";"Egypt";8490;"EEZ";"30.45123";"31.1503";"25.14461";"37.25764";"23.09308";"33.82085"
"West Scotland";"http://marineregions.org/mrgid/17983";"United Kingdom";17983;"General Region";"56.33";"-5.45";;;;
"Holland";"http://marineregions.org/mrgid/1370";"United Kingdom";1370;"Ward";"51.5018";"-0.2057035";"-0.217022";"-0.194385";"51.49598";"51.50763"
"Angola";"http://marineregions.org/mrgid/2150";"Angola";2150;"Nation";"-11.20269";"17.90784";"11.73125";"24.08445";"-18.01639";"-4.388991"
"Nieuwpoortbank";"http://marineregions.org/mrgid/3092";"North Sea";3092;"Sandbank";"51.19905";"2.679512";"2.613248";"2.745775";"51.17628";"51.22182"
"Nieuwpoortbank";"http://marineregions.org/mrgid/3092";"Belgium";3092;"Sandbank";"51.19905";"2.679512";"2.613248";"2.745775";"51.17628";"51.22182"
"Oost Dyck";"http://marineregions.org/mrgid/2431";"Belgium";2431;"Sandbank";"51.29695";"2.470705";"2.409916";"2.531493";"51.23489";"51.359"
"Oost Dyck";"http://marineregions.org/mrgid/2431";"North Sea";2431;"Sandbank";"51.29695";"2.470705";"2.409916";"2.531493";"51.23489";"51.359"
"Jersey";"http://marineregions.org/mrgid/2465";"United Kingdom";2465;"Island";"49.21315";"-2.13875";"-2.2577";"-2.0198";"49.1649";"49.2614"
"Geersdijk";"http://marineregions.org/mrgid/14904";"Netherlands";14904;"Village";"51.56583";"3.77083";"3.78";"3.76";"51.56";"51.57"
"Morocco";"http://marineregions.org/mrgid/2221";"Morocco";2221;"Nation";"31.7917";"-7.093387";"-13.17496";"-1.011809";"27.66424";"35.91916"
"Indian Exclusive Economic Zone";"http://marineregions.org/mrgid/8480";"India";8480;"EEZ";"14.598";"76.08532";"65.63915";"89.37355";"4.79";"23.99004"
"South Norway";"http://marineregions.org/mrgid/14312";"Norway";14312;"General Region";;;;;;
"Morbihan Bay";"http://marineregions.org/mrgid/9033";"Indian Ocean";9033;"Bay";"-49.3833";"70.0666";;;;
"Libya";"http://marineregions.org/mrgid/2194";"Libya";2194;"Nation";"26.3351";"17.23153";"9.311391";"25.15166";"19.49906";"33.17113"
"Haifa";"http://marineregions.org/mrgid/3866";"Mediterranean Sea - Eastern Basin";3866;"Bay";"32.86";"35";"34.97807";"35.09068";"32.81671";"32.92686"
"Bay of Brest";"http://marineregions.org/mrgid/5208";"Celtic Sea";5208;"Bay";"48.3197222222222";"4.4425";"-4.25";"-4.56666667";"48.41666667";"48.26666667"
"Taranto Gulf";"http://marineregions.org/mrgid/3567";"Ionian Sea";3567;"Gulf";"39.89";"17.2305555555556";"18.38";"16";"39.38";"40.72"
"Ymuiden Harbour";"http://marineregions.org/mrgid/17632";"Netherlands";17632;"Harbour";"52.46667";"4.55";;;;
"Rotterdam";"http://marineregions.org/mrgid/17835";"Netherlands";17835;"Commune";"51.9225";"4.47917";;;;
"Bergse Diepsluis";"http://marineregions.org/mrgid/17397";"North Sea";17397;"Diving spot";"51.720001220703";"4.9299998283386";;;;
"Breskens";"http://marineregions.org/mrgid/18610";"Netherlands";18610;"Inhabited Place";"51.3833";"3.55";;;;
"Calais";"http://marineregions.org/mrgid/188";"France";188;"Canton";"50.95428";"1.868625";"1.80551";"1.93174";"50.9219";"50.98666"
"South West Africa";"http://marineregions.org/mrgid/15292";;15292;"General Region";"-14.64";"15.85";;;;
"Tunisian Exclusive Economic Zone";"http://marineregions.org/mrgid/8366";"Tunisia";8366;"EEZ";"36.00133";"11.05319";"7.81667";"13.68389";"33.16147";"38.41"
"Western Saharan Exclusive Economic Zone";"http://marineregions.org/mrgid/8368";"North Atlantic Ocean";8368;"EEZ";"23.34236";"-17.69542";"-20.66692";"-13.17315";"19.33012";"27.83362"
"Gambia";"http://marineregions.org/mrgid/2113";"Gambia";2113;"Nation";"13.44318";"-15.31014";"-16.82166";"-13.79861";"13.05997";"13.82639"
"Senegalese Exclusive Economic Zone";"http://marineregions.org/mrgid/8371";"Senegal";8371;"EEZ";"13.69463";"-18.50357";"-20.21423";"-15.21077";"10.64522";"16.52891"
"Ivory Coast";"http://marineregions.org/mrgid/2161";"Ivory Coast";2161;"Nation";"7.539987";"-5.547082";"-8.606382";"-2.487782";"4.344718";"10.73526"
"Liberian Exclusive Economic Zone";"http://marineregions.org/mrgid/8391";"Liberia";8391;"EEZ";"3.8028";"-10.17763";"-13.56693";"-7.33043";"1.00107";"6.93907"
"Ghana";"http://marineregions.org/mrgid/2100";"Ghana";2100;"Nation";"7.941386";"-1.023055";"-3.248891";"1.202782";"4.727082";"11.15569"
"Togo";"http://marineregions.org/mrgid/8632";"Togo";8632;"Nation";"8.619541";"0.824018";"-0.149764";"1.7978";"6.100545";"11.13854"
"Nigeria";"http://marineregions.org/mrgid/2253";"Nigeria";2253;"Nation";"9.082172";"8.671078";"2.6925";"14.64966";"4.272845";"13.8915"
"Cameroonian Exclusive Economic Zone";"http://marineregions.org/mrgid/8475";"Cameroon";8475;"EEZ";"3.46278";"9.31089";"8.32608";"10.12744";"2.23237";"4.93252"
"Gabon";"http://marineregions.org/mrgid/2104";"Gabon";2104;"Nation";"-0.803691";"11.61021";"8.700836";"14.51958";"-3.925282";"2.3179"
"Angolan Exclusive Economic Zone";"http://marineregions.org/mrgid/8478";"Angola";8478;"EEZ";"-11.7011";"11.03537";"8.19586";"13.86517";"-17.27214";"-5.02988"
"Namibia";"http://marineregions.org/mrgid/2218";"Namibia";2218;"Nation";"-22.95802";"18.49041";"11.71639";"25.26443";"-28.96187";"-16.95417"
"Bergen";"http://marineregions.org/mrgid/18644";"Norway";18644;"City";"60.3833";"5.3333";;;;
"East Tropical Atlantic";"http://marineregions.org/mrgid/9238";;9238;"General Sea Area";"0";"-6";"-26";"14";"-23.4378";"23.4378"
"Duinbergen";"http://marineregions.org/mrgid/17498";"Belgium";17498;"Village";"51.35";"3.26667";"3.27";"3.25";"51.34";"51.35"
"Gulf of Finland";"http://marineregions.org/mrgid/2407";"Gulf of Finland";2407;"IHO Sea Area";"60.53734872859";"29.61939076744";"22.91001232057";"37.46891355552";"59.21459424453";"62.91577494176"
"Persian Gulf";"http://marineregions.org/mrgid/4266";"Persian Gulf";4266;"IHO Sea Area";"26.80330729914";"52.04671763255";"47.70244097687";"57.3399815557";"23.95901381933";"31.18585503098"
"Öresund";"http://marineregions.org/mrgid/3296";"Kattegat";3296;"Sound";"55.7736111111111";"12.7272222222222";;;;
"Western Sahara";"http://marineregions.org/mrgid/8617";"Morocco";8617;"Occupied Territory";"24.21553";"-12.88396";"-17.10153";"-8.666391";"20.7641";"27.66696"
"Faroe Islands";"http://marineregions.org/mrgid/2467";"North Atlantic Ocean";2467;"Archipelago";"61.88045";"-7.00065";"-7.7392";"-6.2621";"61.3526";"62.4083"
"Gibraltar";"http://marineregions.org/mrgid/3344";;3344;"Dependent State";"36.13235";"-5.35225";"-5.3662";"-5.3383";"36.1081";"36.1566"
"Catalunya";"http://marineregions.org/mrgid/3413";"Spain";3413;"Autonomous Region";"41.69215";"1.74625";"0.1604";"3.3321";"40.5227";"42.8616"
"Marthas Vineyard";"http://marineregions.org/mrgid/9028";"North Atlantic Ocean";9028;"Island";"41.41678";"-70.61614";;;;
"Davis Strait";"http://marineregions.org/mrgid/4250";"Davis Strait";4250;"IHO Sea Area";"64.71774818317";"-58.17611330843";"-70.14320135106";"-44.46176493201";"59.89154183839";"70.07213914361"
"FAO fishing area 21";"http://marineregions.org/mrgid/8748";;8748;"FAO Major Marine Fishing Areas";"54.9529";"-62.1384";;;;
"Irminger Sea";"http://marineregions.org/mrgid/2355";"Irminger Sea";2355;"Sea";"61";"-36";;;;
"Kara Sea";"http://marineregions.org/mrgid/4246";"Kara Sea";4246;"IHO Sea Area";"75.4298831796";"77.39237760245";"54.93053400524";"107.60644340504";"64.43234801325";"81.26815920825"
"Murmansk Coast";"http://marineregions.org/mrgid/17751";;17751;"Coast";"68.66667";"37.5";;;;
"Greece";"http://marineregions.org/mrgid/2099";"Greece";2099;"Nation";"38.2753";"24.492";"19.3746";"29.6094";"34.8008";"41.7498"
"South West Scotland";"http://marineregions.org/mrgid/17982";"United Kingdom";17982;"General Region";"55.15";"-4.35";;;;
"Sandown Bay";"http://marineregions.org/mrgid/15269";"South Africa";15269;"Bay";"-34.35";"19.05";"19.13";"18.99";"-34.43";"-34.332"
"South African Exclusive Economic Zone";"http://marineregions.org/mrgid/8396";"South Africa";8396;"EEZ";"-33.50802";"24.44331";"13.34802";"36.53069";"-38.17522";"-26.86206"
"Faeroe Exclusive Economic Zone";"http://marineregions.org/mrgid/8435";;8435;"EEZ";"62.5946";"-6.9969";"-14.00089";"-0.4864";"59.94083";"65.69336"
"Alexandria";"http://marineregions.org/mrgid/14855";"Egypt";14855;"Town";"31.1636";"29.954";;;;
"South Ireland";"http://marineregions.org/mrgid/17651";"Ireland";17651;"General Region";"52.10651";"-9.14063";;;;
"Oostende Bank";"http://marineregions.org/mrgid/2429";"Belgium";2429;"Sandbank";"51.29785";"2.788396";"2.713858";"2.862934";"51.25624";"51.33946"
"West Coast of France";"http://marineregions.org/mrgid/14305";"France";14305;"Coast";"48";"-4.5";;;;
"Saint-Vaast-la-Hougue";"http://marineregions.org/mrgid/20478";;20478;"Commune";"49.6";"-1.26667";;;;
"Bay of Naples";"http://marineregions.org/mrgid/3558";"Tyrrhenian Sea";3558;"Gulf";"40.7";"14.25";"14.5";"14.16";"40.62";"40.83"
"South Devon";"http://marineregions.org/mrgid/14656";"United Kingdom";14656;"General Region";"50.5245";"-3.5272";;;;
"Sleat Sound";"http://marineregions.org/mrgid/9077";"Inner Seas off the West Coast of Scotland";9077;"Sound";"57.0959";"-5.7942";;;;
